Support Count,Label,Tot Fwd Pkts Category,Tot Bwd Pkts Category,Flow Duration Category,TotLen Fwd Pkts Category,TotLen Bwd Pkts Category,Flow IAT Mean Category,Pkt Size Avg Category,Fwd Act Data Pkts Category,Bwd Pkts/s Category,Fwd Pkts/s Category,Subflow Bwd Byts Category,Dst Port,Protocol,SYN Flag Cnt,ACK Flag Cnt,PSH Flag Cnt,Init Fwd Win Byts Category,Fwd Seg Size Min
1741,Bot,1168.5,2.5,NaN,155.5,532.0,1727.8511907500001,32.5,77.5,217.26817253032502,708.90559105,532.0,NaN,6,0,0,1,5122.0,20
548,Bot,1168.5,2.5,8170.5,155.5,532.0,NaN,32.5,77.5,217.26817253032502,708.90559105,532.0,NaN,6,0,0,1,5122.0,20
255,Benign,1168.5,2.5,1366.0,107599.5,532.0,116.41666665,814.64285715,0.5,1762.6642132499999,3580.3784364999997,532.0,NaN,6,0,0,1,49136.5,20
333,Benign,1168.5,2.5,1366.0,107599.5,532.0,116.41666665,814.64285715,0.5,1762.6642132499999,NaN,532.0,NaN,6,0,0,1,49136.5,20
281,Benign,1168.5,2.5,1366.0,107599.5,532.0,116.41666665,NaN,0.5,1762.6642132499999,3580.3784364999997,532.0,NaN,6,0,0,1,49136.5,20
159,Benign,1168.5,2.5,20560.5,107599.5,532.0,2440.5833334999998,814.64285715,0.5,217.26817253032502,332.2544249,532.0,NaN,6,0,0,1,49136.5,20
174,Benign,1168.5,2.5,20560.5,107599.5,532.0,NaN,814.64285715,0.5,217.26817253032502,332.2544249,532.0,NaN,6,0,0,1,49136.5,20
179,Benign,1168.5,2.5,NaN,107599.5,532.0,2440.5833334999998,814.64285715,0.5,217.26817253032502,332.2544249,532.0,NaN,6,0,0,1,49136.5,20
429,Benign,1168.5,2.5,1366.0,107599.5,532.0,398.91666665,814.64285715,0.5,1762.6642132499999,3580.3784364999997,532.0,NaN,6,0,0,1,49136.5,20
437,Benign,1168.5,2.5,1366.0,107599.5,532.0,398.91666665,814.64285715,0.5,1762.6642132499999,NaN,532.0,NaN,6,0,0,1,49136.5,20
684,Benign,1168.5,2.5,1366.0,107599.5,532.0,NaN,814.64285715,0.5,1762.6642132499999,3580.3784364999997,532.0,NaN,6,0,0,1,49136.5,20
184,Benign,1168.5,2.5,20560.5,107599.5,532.0,2440.5833334999998,NaN,0.5,217.26817253032502,332.2544249,532.0,NaN,6,0,0,1,49136.5,20
471,Benign,1168.5,2.5,1366.0,107599.5,532.0,398.91666665,NaN,0.5,1762.6642132499999,3580.3784364999997,532.0,NaN,6,0,0,1,49136.5,20
187,Benign,1168.5,2.5,60012540.0,155.5,532.0,55506797.0,32.5,NaN,35.631627280325,39.384033715,532.0,NaN,6,0,0,1,5122.0,20
362,Bot,2.5,2.5,8170.5,107599.5,64.5,1073.26785725,117.14285715,0.5,1762.6642132499999,332.2544249,64.5,8080,6,0,0,1,5122.0,20
436,Bot,2.5,2.5,8170.5,107599.5,64.5,1073.26785725,117.14285715,0.5,1762.6642132499999,NaN,64.5,8080,6,0,0,1,5122.0,20
420,Bot,2.5,2.5,8170.5,107599.5,64.5,NaN,117.14285715,0.5,1762.6642132499999,332.2544249,64.5,8080,6,0,0,1,5122.0,20
447,Bot,2.5,2.5,NaN,107599.5,64.5,NaN,117.14285715,0.5,1762.6642132499999,332.2544249,64.5,8080,6,0,0,1,5122.0,20
166,Bot,2.5,2.5,20560.5,107599.5,64.5,NaN,117.14285715,0.5,217.26817253032502,NaN,64.5,8080,6,0,0,1,5122.0,20
168,Bot,2.5,2.5,NaN,107599.5,64.5,2440.5833334999998,117.14285715,0.5,217.26817253032502,224.8744679,64.5,8080,6,0,0,1,5122.0,20
179,Bot,2.5,2.5,NaN,107599.5,64.5,NaN,117.14285715,0.5,217.26817253032502,224.8744679,64.5,8080,6,0,0,1,5122.0,20
181,Bot,2.5,2.5,NaN,107599.5,64.5,2440.5833334999998,117.14285715,0.5,217.26817253032502,NaN,64.5,8080,6,0,0,1,5122.0,20
494,Bot,2.5,2.5,8170.5,107599.5,64.5,NaN,117.14285715,0.5,1762.6642132499999,NaN,64.5,8080,6,0,0,1,5122.0,20
296,Bot,2.5,2.5,20560.5,318.5,532.0,5249.5,117.14285715,0.5,217.26817253032502,128.352005265,532.0,8080,6,0,0,1,5122.0,20
297,Bot,2.5,2.5,20560.5,NaN,532.0,5249.5,117.14285715,0.5,217.26817253032502,128.352005265,532.0,NaN,6,0,0,1,5122.0,20
177,Bot,2.5,2.5,60012540.0,318.5,532.0,5249.5,117.14285715,0.5,217.26817253032502,NaN,532.0,8080,6,0,0,1,5122.0,20
427,Bot,2.5,2.5,NaN,318.5,532.0,5249.5,117.14285715,0.5,217.26817253032502,128.352005265,532.0,8080,6,0,0,1,5122.0,20
473,Bot,2.5,2.5,NaN,318.5,532.0,5249.5,117.14285715,0.5,217.26817253032502,NaN,532.0,8080,6,0,0,1,5122.0,20
347,Bot,2.5,2.5,20560.5,318.5,532.0,NaN,117.14285715,0.5,217.26817253032502,128.352005265,532.0,8080,6,0,0,1,5122.0,20
299,Bot,2.5,2.5,20560.5,318.5,532.0,2440.5833334999998,117.14285715,0.5,217.26817253032502,224.8744679,532.0,8080,6,0,0,1,5122.0,20
350,Bot,2.5,2.5,20560.5,318.5,532.0,2440.5833334999998,117.14285715,0.5,217.26817253032502,NaN,532.0,8080,6,0,0,1,5122.0,20
646,Bot,2.5,2.5,20560.5,318.5,532.0,NaN,117.14285715,0.5,217.26817253032502,NaN,532.0,8080,6,0,0,1,5122.0,20
242,Bot,2.5,2.5,60012540.0,318.5,532.0,NaN,117.14285715,0.5,217.26817253032502,NaN,532.0,8080,6,0,0,1,5122.0,20
223,Bot,2.5,2.5,60012540.0,318.5,532.0,NaN,117.14285715,0.5,NaN,39.384033715,532.0,8080,6,0,0,1,5122.0,20
478,Bot,2.5,2.5,NaN,318.5,532.0,NaN,117.14285715,0.5,217.26817253032502,128.352005265,532.0,8080,6,0,0,1,5122.0,20
320,Bot,2.5,2.5,NaN,318.5,532.0,2440.5833334999998,117.14285715,0.5,217.26817253032502,224.8744679,532.0,8080,6,0,0,1,5122.0,20
371,Bot,2.5,2.5,NaN,318.5,532.0,2440.5833334999998,117.14285715,0.5,217.26817253032502,NaN,532.0,8080,6,0,0,1,5122.0,20
832,DDOS attack-HOIC,2.5,2.5,1366.0,155.5,532.0,116.41666665,117.14285715,0.5,21581.027668,1880.5467184999998,532.0,80,6,0,0,1,49136.5,20
835,DDOS attack-HOIC,2.5,2.5,1366.0,155.5,532.0,116.41666665,117.14285715,0.5,21581.027668,1880.5467184999998,532.0,80,6,0,0,1,NaN,20
962,DDOS attack-HOIC,2.5,2.5,1366.0,155.5,532.0,116.41666665,117.14285715,0.5,21581.027668,NaN,532.0,80,6,0,0,1,49136.5,20
1051,DDOS attack-HOIC,2.5,2.5,1366.0,155.5,532.0,116.41666665,117.14285715,0.5,21581.027668,NaN,532.0,80,6,0,0,1,NaN,20
963,DDOS attack-HOIC,2.5,2.5,NaN,155.5,532.0,116.41666665,117.14285715,0.5,21581.027668,NaN,532.0,80,6,0,0,1,49136.5,20
1145,DDOS attack-HOIC,2.5,2.5,3921.5,155.5,532.0,1073.26785725,117.14285715,0.5,1762.6642132499999,708.90559105,532.0,80,6,0,0,1,49136.5,20
1146,DDOS attack-HOIC,2.5,2.5,3921.5,155.5,532.0,1073.26785725,117.14285715,0.5,1762.6642132499999,708.90559105,532.0,80,6,0,0,1,NaN,20
1125,DDOS attack-HOIC,2.5,2.5,8170.5,155.5,532.0,1073.26785725,117.14285715,0.5,1762.6642132499999,332.2544249,532.0,80,6,0,0,1,49136.5,20
1441,DDOS attack-HOIC,2.5,2.5,8170.5,155.5,532.0,1073.26785725,117.14285715,0.5,1762.6642132499999,708.90559105,532.0,80,6,0,0,1,49136.5,20
2586,DDOS attack-HOIC,2.5,2.5,NaN,155.5,532.0,1073.26785725,117.14285715,0.5,1762.6642132499999,708.90559105,532.0,80,6,0,0,1,49136.5,20
2587,DDOS attack-HOIC,2.5,2.5,NaN,155.5,532.0,1073.26785725,117.14285715,0.5,1762.6642132499999,708.90559105,532.0,80,6,0,0,1,NaN,20
2566,DDOS attack-HOIC,2.5,2.5,8170.5,155.5,532.0,1073.26785725,117.14285715,0.5,1762.6642132499999,NaN,532.0,80,6,0,0,1,49136.5,20
3711,DDOS attack-HOIC,2.5,2.5,NaN,155.5,532.0,1073.26785725,117.14285715,0.5,1762.6642132499999,NaN,532.0,80,6,0,0,1,49136.5,20
1274,DDOS attack-HOIC,2.5,2.5,3921.5,155.5,532.0,NaN,117.14285715,0.5,1762.6642132499999,708.90559105,532.0,80,6,0,0,1,49136.5,20
1276,DDOS attack-HOIC,2.5,2.5,3921.5,155.5,532.0,NaN,117.14285715,0.5,1762.6642132499999,708.90559105,532.0,80,6,0,0,1,NaN,20
340,DDOS attack-HOIC,2.5,2.5,3921.5,155.5,532.0,398.91666665,117.14285715,0.5,1762.6642132499999,1880.5467184999998,532.0,80,6,0,0,1,49136.5,20
343,DDOS attack-HOIC,2.5,2.5,3921.5,155.5,532.0,398.91666665,117.14285715,0.5,1762.6642132499999,1880.5467184999998,532.0,80,6,0,0,1,NaN,20
469,DDOS attack-HOIC,2.5,2.5,3921.5,155.5,532.0,398.91666665,117.14285715,0.5,1762.6642132499999,NaN,532.0,80,6,0,0,1,49136.5,20
473,DDOS attack-HOIC,2.5,2.5,3921.5,155.5,532.0,398.91666665,117.14285715,0.5,1762.6642132499999,NaN,532.0,80,6,0,0,1,NaN,20
1614,DDOS attack-HOIC,2.5,2.5,3921.5,155.5,532.0,NaN,117.14285715,0.5,1762.6642132499999,NaN,532.0,80,6,0,0,1,49136.5,20
406,DDOS attack-HOIC,2.5,2.5,12323.0,155.5,532.0,1727.8511907500001,117.14285715,0.5,1762.6642132499999,332.2544249,532.0,80,6,0,0,1,49136.5,20
434,DDOS attack-HOIC,2.5,2.5,12323.0,155.5,532.0,1727.8511907500001,117.14285715,0.5,NaN,332.2544249,532.0,80,6,0,0,1,49136.5,20
668,DDOS attack-HOIC,2.5,2.5,8170.5,155.5,532.0,1727.8511907500001,117.14285715,0.5,1762.6642132499999,332.2544249,532.0,80,6,0,0,1,49136.5,20
1074,DDOS attack-HOIC,2.5,2.5,NaN,155.5,532.0,1727.8511907500001,117.14285715,0.5,1762.6642132499999,332.2544249,532.0,80,6,0,0,1,49136.5,20
1102,DDOS attack-HOIC,2.5,2.5,NaN,155.5,532.0,1727.8511907500001,117.14285715,0.5,NaN,332.2544249,532.0,80,6,0,0,1,49136.5,20
1793,DDOS attack-HOIC,2.5,2.5,8170.5,155.5,532.0,NaN,117.14285715,0.5,1762.6642132499999,332.2544249,532.0,80,6,0,0,1,49136.5,20
2199,DDOS attack-HOIC,2.5,2.5,NaN,155.5,532.0,NaN,117.14285715,0.5,1762.6642132499999,332.2544249,532.0,80,6,0,0,1,49136.5,20
337,DDOS attack-HOIC,2.5,2.5,12323.0,155.5,532.0,1727.8511907500001,117.14285715,0.5,217.26817253032502,224.8744679,532.0,80,6,0,0,1,49136.5,20
365,DDOS attack-HOIC,2.5,2.5,12323.0,155.5,532.0,1727.8511907500001,117.14285715,0.5,217.26817253032502,NaN,532.0,80,6,0,0,1,49136.5,20
771,DDOS attack-HOIC,2.5,2.5,12323.0,155.5,532.0,1727.8511907500001,117.14285715,0.5,NaN,NaN,532.0,80,6,0,0,1,49136.5,20
2168,DDOS attack-HOIC,2.5,2.5,12323.0,155.5,532.0,2440.5833334999998,117.14285715,0.5,217.26817253032502,224.8744679,532.0,80,6,0,0,1,49136.5,20
2505,DDOS attack-HOIC,2.5,2.5,12323.0,155.5,532.0,NaN,117.14285715,0.5,217.26817253032502,224.8744679,532.0,80,6,0,0,1,49136.5,20
2533,DDOS attack-HOIC,2.5,2.5,12323.0,155.5,532.0,NaN,117.14285715,0.5,217.26817253032502,NaN,532.0,80,6,0,0,1,49136.5,20
1775,DDOS attack-HOIC,2.5,2.5,20560.5,155.5,532.0,5249.5,117.14285715,0.5,217.26817253032502,128.352005265,532.0,80,6,0,0,1,49136.5,20
1776,DDOS attack-HOIC,2.5,2.5,20560.5,155.5,532.0,5249.5,117.14285715,0.5,217.26817253032502,128.352005265,532.0,80,6,0,0,1,NaN,20
591,DDOS attack-HOIC,2.5,2.5,60012540.0,155.5,532.0,5249.5,117.14285715,0.5,217.26817253032502,128.352005265,532.0,80,6,0,0,1,49136.5,20
693,DDOS attack-HOIC,2.5,2.5,60012540.0,155.5,532.0,5249.5,117.14285715,0.5,217.26817253032502,NaN,532.0,80,6,0,0,1,49136.5,20
2366,DDOS attack-HOIC,2.5,2.5,NaN,155.5,532.0,5249.5,117.14285715,0.5,217.26817253032502,128.352005265,532.0,80,6,0,0,1,49136.5,20
2367,DDOS attack-HOIC,2.5,2.5,NaN,155.5,532.0,5249.5,117.14285715,0.5,217.26817253032502,128.352005265,532.0,80,6,0,0,1,NaN,20
2468,DDOS attack-HOIC,2.5,2.5,NaN,155.5,532.0,5249.5,117.14285715,0.5,217.26817253032502,NaN,532.0,80,6,0,0,1,49136.5,20
553,DDOS attack-HOIC,2.5,2.5,20560.5,155.5,532.0,2440.5833334999998,117.14285715,0.5,217.26817253032502,128.352005265,532.0,80,6,0,0,1,49136.5,20
2328,DDOS attack-HOIC,2.5,2.5,20560.5,155.5,532.0,NaN,117.14285715,0.5,217.26817253032502,128.352005265,532.0,80,6,0,0,1,49136.5,20
2329,DDOS attack-HOIC,2.5,2.5,20560.5,155.5,532.0,NaN,117.14285715,0.5,217.26817253032502,128.352005265,532.0,80,6,0,0,1,NaN,20
2054,DDOS attack-HOIC,2.5,2.5,20560.5,155.5,532.0,2440.5833334999998,117.14285715,0.5,217.26817253032502,224.8744679,532.0,80,6,0,0,1,49136.5,20
2607,DDOS attack-HOIC,2.5,2.5,20560.5,155.5,532.0,2440.5833334999998,117.14285715,0.5,217.26817253032502,NaN,532.0,80,6,0,0,1,49136.5,20
4382,DDOS attack-HOIC,2.5,2.5,20560.5,155.5,532.0,NaN,117.14285715,0.5,217.26817253032502,NaN,532.0,80,6,0,0,1,49136.5,20
726,DDOS attack-HOIC,2.5,2.5,60012540.0,155.5,532.0,NaN,117.14285715,0.5,217.26817253032502,NaN,532.0,80,6,0,0,1,49136.5,20
2715,DDOS attack-HOIC,2.5,2.5,NaN,155.5,532.0,NaN,117.14285715,0.5,1762.6642132499999,708.90559105,532.0,80,6,0,0,1,49136.5,20
2919,DDOS attack-HOIC,2.5,2.5,NaN,155.5,532.0,NaN,117.14285715,0.5,217.26817253032502,128.352005265,532.0,80,6,0,0,1,49136.5,20
4222,DDOS attack-HOIC,2.5,2.5,NaN,155.5,532.0,2440.5833334999998,117.14285715,0.5,217.26817253032502,224.8744679,532.0,80,6,0,0,1,49136.5,20
4559,DDOS attack-HOIC,2.5,2.5,NaN,155.5,532.0,NaN,117.14285715,0.5,217.26817253032502,224.8744679,532.0,80,6,0,0,1,49136.5,20
4775,DDOS attack-HOIC,2.5,2.5,NaN,155.5,532.0,2440.5833334999998,117.14285715,0.5,217.26817253032502,NaN,532.0,80,6,0,0,1,49136.5,20
1673,DDOS attack-HOIC,2.5,2.5,1366.0,155.5,532.0,398.91666665,117.14285715,0.5,1762.6642132499999,1880.5467184999998,532.0,80,6,0,0,1,49136.5,20
1675,DDOS attack-HOIC,2.5,2.5,1366.0,155.5,532.0,398.91666665,117.14285715,0.5,1762.6642132499999,1880.5467184999998,532.0,80,6,0,0,1,NaN,20
2013,DDOS attack-HOIC,2.5,2.5,NaN,155.5,532.0,398.91666665,117.14285715,0.5,1762.6642132499999,1880.5467184999998,532.0,80,6,0,0,1,49136.5,20
2018,DDOS attack-HOIC,2.5,2.5,NaN,155.5,532.0,398.91666665,117.14285715,0.5,1762.6642132499999,1880.5467184999998,532.0,80,6,0,0,1,NaN,20
1784,DDOS attack-HOIC,2.5,2.5,1366.0,155.5,532.0,398.91666665,117.14285715,0.5,NaN,1880.5467184999998,532.0,80,6,0,0,1,49136.5,20
1786,DDOS attack-HOIC,2.5,2.5,1366.0,155.5,532.0,398.91666665,117.14285715,0.5,NaN,1880.5467184999998,532.0,80,6,0,0,1,NaN,20
943,DDOS attack-HOIC,2.5,2.5,1366.0,155.5,532.0,NaN,117.14285715,0.5,21581.027668,1880.5467184999998,532.0,80,6,0,0,1,49136.5,20
946,DDOS attack-HOIC,2.5,2.5,1366.0,155.5,532.0,NaN,117.14285715,0.5,21581.027668,1880.5467184999998,532.0,80,6,0,0,1,NaN,20
2616,DDOS attack-HOIC,2.5,2.5,1366.0,155.5,532.0,NaN,117.14285715,0.5,NaN,1880.5467184999998,532.0,80,6,0,0,1,49136.5,20
2124,DDOS attack-HOIC,2.5,2.5,NaN,155.5,532.0,398.91666665,117.14285715,0.5,NaN,1880.5467184999998,532.0,80,6,0,0,1,49136.5,20
3234,DDOS attack-HOIC,2.5,2.5,8170.5,155.5,532.0,NaN,117.14285715,0.5,1762.6642132499999,NaN,532.0,80,6,0,0,1,49136.5,20
2142,DDOS attack-HOIC,2.5,2.5,NaN,155.5,532.0,398.91666665,117.14285715,0.5,1762.6642132499999,NaN,532.0,80,6,0,0,1,49136.5,20
1073,DDOS attack-HOIC,2.5,2.5,1366.0,155.5,532.0,NaN,117.14285715,0.5,21581.027668,NaN,532.0,80,6,0,0,1,49136.5,20
1202,DDOS attack-HOIC,2.5,2.5,1366.0,107599.5,532.0,116.41666665,814.64285715,0.5,21581.027668,1880.5467184999998,532.0,80,6,0,0,1,49136.5,20
187,DDOS attack-HOIC,2.5,2.5,1366.0,107599.5,532.0,116.41666665,814.64285715,0.5,21581.027668,3580.3784364999997,532.0,80,6,0,0,1,49136.5,20
1389,DDOS attack-HOIC,2.5,2.5,1366.0,107599.5,532.0,116.41666665,814.64285715,0.5,21581.027668,NaN,532.0,80,6,0,0,1,49136.5,20
190,DDOS attack-HOIC,2.5,2.5,NaN,107599.5,532.0,116.41666665,814.64285715,0.5,21581.027668,3580.3784364999997,532.0,80,6,0,0,1,49136.5,20
1393,DDOS attack-HOIC,2.5,2.5,NaN,107599.5,532.0,116.41666665,814.64285715,0.5,21581.027668,NaN,532.0,80,6,0,0,1,49136.5,20
1890,DDOS attack-HOIC,2.5,2.5,3921.5,107599.5,532.0,1073.26785725,814.64285715,0.5,1762.6642132499999,708.90559105,532.0,80,6,0,0,1,49136.5,20
1898,DDOS attack-HOIC,NaN,2.5,3921.5,107599.5,532.0,1073.26785725,814.64285715,0.5,1762.6642132499999,708.90559105,532.0,NaN,6,0,0,1,49136.5,20
1741,DDOS attack-HOIC,2.5,2.5,8170.5,107599.5,532.0,1073.26785725,814.64285715,0.5,1762.6642132499999,332.2544249,532.0,80,6,0,0,1,49136.5,20
2750,DDOS attack-HOIC,2.5,2.5,8170.5,107599.5,532.0,1073.26785725,814.64285715,0.5,1762.6642132499999,708.90559105,532.0,80,6,0,0,1,49136.5,20
4640,DDOS attack-HOIC,2.5,2.5,NaN,107599.5,532.0,1073.26785725,814.64285715,0.5,1762.6642132499999,708.90559105,532.0,80,6,0,0,1,49136.5,20
4491,DDOS attack-HOIC,2.5,2.5,8170.5,107599.5,532.0,1073.26785725,814.64285715,0.5,1762.6642132499999,NaN,532.0,80,6,0,0,1,49136.5,20
6381,DDOS attack-HOIC,2.5,2.5,NaN,107599.5,532.0,1073.26785725,814.64285715,0.5,1762.6642132499999,NaN,532.0,80,6,0,0,1,49136.5,20
240,DDOS attack-HOIC,2.5,2.5,3921.5,107599.5,532.0,398.91666665,814.64285715,0.5,1762.6642132499999,708.90559105,532.0,80,6,0,0,1,49136.5,20
2130,DDOS attack-HOIC,2.5,2.5,3921.5,107599.5,532.0,NaN,814.64285715,0.5,1762.6642132499999,708.90559105,532.0,80,6,0,0,1,49136.5,20
515,DDOS attack-HOIC,2.5,2.5,3921.5,107599.5,532.0,398.91666665,814.64285715,0.5,1762.6642132499999,1880.5467184999998,532.0,80,6,0,0,1,49136.5,20
606,DDOS attack-HOIC,NaN,2.5,3921.5,107599.5,532.0,398.91666665,814.64285715,0.5,1762.6642132499999,1880.5467184999998,532.0,NaN,6,0,0,1,49136.5,20
755,DDOS attack-HOIC,2.5,2.5,3921.5,107599.5,532.0,398.91666665,814.64285715,0.5,1762.6642132499999,NaN,532.0,80,6,0,0,1,49136.5,20
2645,DDOS attack-HOIC,2.5,2.5,3921.5,107599.5,532.0,NaN,814.64285715,0.5,1762.6642132499999,NaN,532.0,80,6,0,0,1,49136.5,20
648,DDOS attack-HOIC,2.5,2.5,12323.0,107599.5,532.0,1727.8511907500001,814.64285715,0.5,1762.6642132499999,332.2544249,532.0,80,6,0,0,1,49136.5,20
674,DDOS attack-HOIC,2.5,2.5,12323.0,107599.5,532.0,1727.8511907500001,814.64285715,0.5,NaN,332.2544249,532.0,80,6,0,0,1,49136.5,20
1292,DDOS attack-HOIC,2.5,2.5,8170.5,107599.5,532.0,1727.8511907500001,814.64285715,0.5,1762.6642132499999,332.2544249,532.0,80,6,0,0,1,49136.5,20
1940,DDOS attack-HOIC,2.5,2.5,NaN,107599.5,532.0,1727.8511907500001,814.64285715,0.5,1762.6642132499999,332.2544249,532.0,80,6,0,0,1,49136.5,20
1966,DDOS attack-HOIC,2.5,2.5,NaN,107599.5,532.0,1727.8511907500001,814.64285715,0.5,NaN,332.2544249,532.0,80,6,0,0,1,49136.5,20
3033,DDOS attack-HOIC,2.5,2.5,8170.5,107599.5,532.0,NaN,814.64285715,0.5,1762.6642132499999,332.2544249,532.0,80,6,0,0,1,49136.5,20
3681,DDOS attack-HOIC,2.5,2.5,NaN,107599.5,532.0,NaN,814.64285715,0.5,1762.6642132499999,332.2544249,532.0,80,6,0,0,1,49136.5,20
480,DDOS attack-HOIC,2.5,2.5,12323.0,107599.5,532.0,1727.8511907500001,814.64285715,0.5,217.26817253032502,224.8744679,532.0,80,6,0,0,1,49136.5,20
506,DDOS attack-HOIC,2.5,2.5,12323.0,107599.5,532.0,1727.8511907500001,814.64285715,0.5,217.26817253032502,NaN,532.0,80,6,0,0,1,49136.5,20
1154,DDOS attack-HOIC,2.5,2.5,12323.0,107599.5,532.0,1727.8511907500001,814.64285715,0.5,NaN,NaN,532.0,80,6,0,0,1,49136.5,20
4053,DDOS attack-HOIC,2.5,2.5,12323.0,107599.5,532.0,2440.5833334999998,814.64285715,0.5,217.26817253032502,224.8744679,532.0,80,6,0,0,1,49136.5,20
4533,DDOS attack-HOIC,2.5,2.5,12323.0,107599.5,532.0,NaN,814.64285715,0.5,217.26817253032502,224.8744679,532.0,80,6,0,0,1,49136.5,20
4559,DDOS attack-HOIC,2.5,2.5,12323.0,107599.5,532.0,NaN,814.64285715,0.5,217.26817253032502,NaN,532.0,80,6,0,0,1,49136.5,20
2674,DDOS attack-HOIC,2.5,2.5,20560.5,107599.5,532.0,5249.5,814.64285715,0.5,217.26817253032502,128.352005265,532.0,80,6,0,0,1,49136.5,20
209,DDOS attack-HOIC,2.5,2.5,60012540.0,107599.5,532.0,5249.5,814.64285715,0.5,217.26817253032502,39.384033715,532.0,80,6,0,0,1,49136.5,20
1205,DDOS attack-HOIC,2.5,2.5,60012540.0,107599.5,532.0,5249.5,814.64285715,0.5,217.26817253032502,128.352005265,532.0,80,6,0,0,1,49136.5,20
1414,DDOS attack-HOIC,2.5,2.5,60012540.0,107599.5,532.0,5249.5,814.64285715,0.5,217.26817253032502,NaN,532.0,80,6,0,0,1,49136.5,20
3879,DDOS attack-HOIC,2.5,2.5,NaN,107599.5,532.0,5249.5,814.64285715,0.5,217.26817253032502,128.352005265,532.0,80,6,0,0,1,49136.5,20
4088,DDOS attack-HOIC,2.5,2.5,NaN,107599.5,532.0,5249.5,814.64285715,0.5,217.26817253032502,NaN,532.0,80,6,0,0,1,49136.5,20
877,DDOS attack-HOIC,2.5,2.5,20560.5,107599.5,532.0,2440.5833334999998,814.64285715,0.5,217.26817253032502,128.352005265,532.0,80,6,0,0,1,49136.5,20
3551,DDOS attack-HOIC,2.5,2.5,20560.5,107599.5,532.0,NaN,814.64285715,0.5,217.26817253032502,128.352005265,532.0,80,6,0,0,1,49136.5,20
3381,DDOS attack-HOIC,2.5,2.5,20560.5,107599.5,532.0,2440.5833334999998,814.64285715,0.5,217.26817253032502,224.8744679,532.0,80,6,0,0,1,49136.5,20
4258,DDOS attack-HOIC,2.5,2.5,20560.5,107599.5,532.0,2440.5833334999998,814.64285715,0.5,217.26817253032502,NaN,532.0,80,6,0,0,1,49136.5,20
6932,DDOS attack-HOIC,2.5,2.5,20560.5,107599.5,532.0,NaN,814.64285715,0.5,217.26817253032502,NaN,532.0,80,6,0,0,1,49136.5,20
297,DDOS attack-HOIC,2.5,2.5,60012540.0,107599.5,532.0,NaN,814.64285715,0.5,217.26817253032502,39.384033715,532.0,80,6,0,0,1,49136.5,20
312,DDOS attack-HOIC,2.5,2.5,60012540.0,107599.5,532.0,NaN,814.64285715,0.5,217.26817253032502,39.384033715,532.0,80,6,0,0,1,NaN,20
1502,DDOS attack-HOIC,2.5,2.5,60012540.0,107599.5,532.0,NaN,814.64285715,0.5,217.26817253032502,NaN,532.0,80,6,0,0,1,49136.5,20
303,DDOS attack-HOIC,2.5,2.5,60012540.0,107599.5,532.0,NaN,814.64285715,0.5,NaN,39.384033715,532.0,80,6,0,0,1,49136.5,20
4880,DDOS attack-HOIC,2.5,2.5,NaN,107599.5,532.0,NaN,814.64285715,0.5,1762.6642132499999,708.90559105,532.0,80,6,0,0,1,49136.5,20
4756,DDOS attack-HOIC,2.5,2.5,NaN,107599.5,532.0,NaN,814.64285715,0.5,217.26817253032502,128.352005265,532.0,80,6,0,0,1,49136.5,20
7434,DDOS attack-HOIC,2.5,2.5,NaN,107599.5,532.0,2440.5833334999998,814.64285715,0.5,217.26817253032502,224.8744679,532.0,80,6,0,0,1,49136.5,20
7914,DDOS attack-HOIC,2.5,2.5,NaN,107599.5,532.0,NaN,814.64285715,0.5,217.26817253032502,224.8744679,532.0,80,6,0,0,1,49136.5,20
8311,DDOS attack-HOIC,2.5,2.5,NaN,107599.5,532.0,2440.5833334999998,814.64285715,0.5,217.26817253032502,NaN,532.0,80,6,0,0,1,49136.5,20
2627,DDOS attack-HOIC,2.5,2.5,1366.0,107599.5,532.0,398.91666665,814.64285715,0.5,1762.6642132499999,1880.5467184999998,532.0,80,6,0,0,1,49136.5,20
2635,DDOS attack-HOIC,NaN,2.5,1366.0,107599.5,532.0,398.91666665,814.64285715,0.5,1762.6642132499999,1880.5467184999998,532.0,NaN,6,0,0,1,49136.5,20
3142,DDOS attack-HOIC,2.5,2.5,NaN,107599.5,532.0,398.91666665,814.64285715,0.5,1762.6642132499999,1880.5467184999998,532.0,80,6,0,0,1,49136.5,20
172,DDOS attack-HOIC,2.5,2.5,1366.0,107599.5,532.0,398.91666665,814.64285715,0.5,21581.027668,1880.5467184999998,532.0,80,6,0,0,1,49136.5,20
2799,DDOS attack-HOIC,2.5,2.5,1366.0,107599.5,532.0,398.91666665,814.64285715,0.5,NaN,1880.5467184999998,532.0,80,6,0,0,1,49136.5,20
1374,DDOS attack-HOIC,2.5,2.5,1366.0,107599.5,532.0,NaN,814.64285715,0.5,21581.027668,1880.5467184999998,532.0,80,6,0,0,1,49136.5,20
4001,DDOS attack-HOIC,2.5,2.5,1366.0,107599.5,532.0,NaN,814.64285715,0.5,NaN,1880.5467184999998,532.0,80,6,0,0,1,49136.5,20
3314,DDOS attack-HOIC,2.5,2.5,NaN,107599.5,532.0,398.91666665,814.64285715,0.5,NaN,1880.5467184999998,532.0,80,6,0,0,1,49136.5,20
